会社名,ひらがな,本社住所,本社郵便番号,電話番号,FAX番号,代表メールアドレス,代表者名,会社サイト,お問い合わせページ,法人番号,上場種別,資本金,売上高,従業員数,工場数,店舗数,設立年月,一言説明,会社概要,メイン大業界,メイン小業界,サブ大業界,サブ小業界,特徴,マッチ度,役員情報,株式会社トッパングラフィックコミュニケーションズ,とっぱんぐらふぃっくこみゅにけーしょんず,東京都台東区台東１丁目５番１号,110-0016,03-3968-5046,03-3558-0204,-,谷中映之,http://www.toppan-tgc.co.jp/,-.1,3010501030830,未上場,300000000,38400000000,1901,-.2,-.3,2003年8月,コンテンツの企画やデザインを手掛ける会社,各種デバイスに対応したコンテンツの企画やデザインおよび製作を手掛ける会社。カタログやポスターなどの印刷物制作やデジタル処理、映像加工などを手掛けるほか、マーケティングやコンテンツ、パッケージを中心に事業を展開している。凸版印刷株式会社のグループ会社。,製造業界の会社,紙類包装資材業界の会社,広告業界の会社・その他サービス業界の会社,紙媒体印刷業界の会社・デザイン業界の会社,BtoB,未計算,-.4,トヨタ自動車株式会社,とよたじどうしゃ,愛知県豊田市トヨタ町1番地,471-8571,0565-28-2121,豊田章男,http://www.toyota.co.jp,https://www.toyota.co.jp/faq/toiawase/situmon.html,1180301018771,東証１部,635400000000,27597193000000,364445,16,49,1937年8月,「トヨタ」と「レクサス」の2ブランドを中心に生産・販売する、世界首位級の自動車メーカー,"世界最大手の自動車メーカーの一つで、世界販売台数は1000万台に及び日本でも国内シェアは4割を超える。ダイハツや日野自動車を子会社として持ち、マツダとは提携、富士重工には出資を行う。グループ部品メーカーデンソーなども有力である。<br>
燃料電池自動車やハイブリッド自動車など環境性能に優れた自動車開発にも積極的に取り組んでいる。16年度は、円高が進む一方で、先行投資を緩めなかったために減益幅が拡大した。16年では、車とインターネットの常時接続を目指し、子会社を通じてアメリカのライドシェア企業大手ウーバーと提携をした。また、マイクロソフトと提携を拡大し、自動車のビッグデータ活用を図る。<br>",自動車・乗り物業界の会社,自動車業界の会社・自動車部品・カー用品業界の会社,小売業界の会社,自動車ディーラー業界の会社・,BtoB　BtoC,"小津博司[監査役],  北山禎介[監査役],  和気洋子[監査役],  香川佳之[常勤監査役],  加藤雅大[常勤監査役],  中津川昌樹[常勤監査役],  MarkT.Hogan[取締役],  加藤治彦[取締役],  宇野郁夫[取締役],  早川茂[取締役・専務役員],  小平信因[取締役],  寺師茂樹[取締役副社長/代表取締役],  DidierLeroy[取締役副社長/代表取締役],  伊地知隆彦[取締役副社長/代表取締役],  加藤光久[取締役副社長/代表取締役],  豊田章男[取締役社長/代表取締役],  内山田竹志[取締役会長/代表取締役], ",リクルートホールディングス,りくるーとほーるでぃんぐす,東京都千代田区丸の内1-9-2,100-6640,03-6835-1111,峰岸真澄,http://www.recruit.jp,https://www.recruit.jp/support/rhd/,5010001060426,10000000000,1839987000000,38451,1963年8月,販促・人材募集サイト・人材派遣の主力3事業を始めとして、様々な領域の情報サイトを運営する会社,"催促メディアは飲食、美容、旅行、学びを始めとした日常消費領域や住まい領域、結婚・進学・教育・自動車領域をカバーする子会社から成る。<br>
人材募集領域では「リクナビ」をはじめとする社員募集の広告事業、斡旋事業、選考支援事業、アルバイト、パート、派遣など多種多様な働き方を提案している。人材派遣事業では派遣事業に力を入れている。<br>
リクルートは様々な生活情報メディアを展開しているが、「リボンモデル」という名の独特な事業が特徴的。「まだ、ここにない出会い。」をキャッチフレーズとして様々な分野の企業と、個人とのマッチングサービスを事業の軸としている。<br>
主力3事業とも業績は好調で、求人検索サイト「Indeed」は前期6割増収。人材派遣事業においては、効率的な事業運営を推進したほか、海外でのM&amp;A等により展開地域の拡大を進めている。<br>",中古車販売業界の会社・自動車ディーラー業界の会社・,教育業界・不動産業界の会社・人材業界の会社・エンタメ業界の会社・IT業界の会社,資格取得・通信教育業界の会社・不動産売買・仲介業界の会社・・人材紹介業界の会社・旅行業界の会社・・Webサービス・アプリ運営業界の会社,BtoC　BtoB,"峰岸真澄[代表取締役社長/CEO],  池内省五[取締役専務執行役員/経営企画本部・人事本部・RD本部担当],  草原繁[取締役専務執行役員/管理本部担当],  佐川恵一[取締役専務執行役員/ファイナンス本部担当],  大八木成男[取締役],  新貝康司[取締役],  長嶋由紀子[常勤監査役],  藤原章一[常勤監査役],  井上広樹[監査役],  西浦泰明[監査役], ",ウォルト・ディズニー・ジャパン株式会社,うぉると・でぃずにー・じゃぱん,東京都港区虎ノ門１丁目２３番１号虎ノ門ヒルズ森タワー,105-0001,03-6752-2300,ポール・キャンドランド,http://www.disney.co.jp/,https://secured.disney.co.jp/onlinehelp/inquiry.html,5013201005431,13640000000,185000,2004年4月,サ?・ウォルト・テ?ィス?ニー・カンハ?ニーの日本法人でディズニー関連商品の管理をする会社,サ?・ウォルト・テ?ィス?ニー・カンハ?ニーの日本法人であり、ディズニープロパティの使用許諾や管理を行っている会社。その他、映画製作やキャラクター商品の販売、エンターテインメントコンテンツの開発・制作も手がけており、ゲーム制作も行っている。,生活用品業界の会社,雑貨製造業界の会社,エンタメ業界の会社・小売業界の会社,映像・CM制作業界の会社・書籍・マルチメディア販売業界の会社・映画・アニメ業界の会社,ニッコンホールディングス株式会社,にっこんほーるでぃんぐす,東京都中央区明石町６番１７号,104-0044,kouhou@nikkon.co.jp,黒岩正勝,http://www.nikkon-hd.co.jp/,http://www.nikkon-hd.co.jp/business/telmail.html,7010001035005,11316610000,18869,1953年8月,一般貨物運送や倉庫の運営等を手掛ける会社,一般貨物の輸送から現地での生産設備の解体、据付までをワンストップサービスとして提供する。また、倉庫の運営を行う他にも、国内・国外物資の輸入や販売、廃棄物の回収や運搬・処理事業等も取り扱っている。,その他サービス業界の会社,廃棄物処理業界の会社・廃棄物収集・運搬業界の会社・環境・廃棄物処理・,運輸・物流業界の会社,倉庫業界の会社・陸運業界の会社・,-.5,株式会社みらいサービス,みらいさーびす,新潟県新潟市南区東笠巻新田２７０番地５,950-1406,025-362-0983,025-362-0984,http://ja-niigatamirai.jp/mirai-service/index.html,4110001010396,200000000,22552,4,2010年1月,自宅葬や家族葬などの葬儀を行う会社,新潟県新潟市と周辺エリアを中心に葬祭事業を行う。また式場は一日あたり葬儀を一度までに限定しているほか、自宅葬や家族葬、法要などにも対応することが特徴。そのほか生花や供物等の慶弔寄贈品も取り扱っている。,葬儀業界の会社,Unnamed: 22,Unnamed: 23,日本通運株式会社,にっぽんつううん,東京都港区東新橋1-9-3,105-8322,03-6251-1111,渡邉健二,http://www.nittsu.co.jp/,http://www.nittsu.co.jp/contact/?link=top_global_navi,4010401022860,70175000000,1909105000000,70693,1937年10月,国内外で陸上・海上・航空運送を展開する総合物流会社,"国内に345の支店・事業所、海外に611の拠点を有する総合物流企業。鉄道や貨物自動車を用いた陸上運送、航空運送、海上輸送などあらゆる輸送に対応している。海外事業も手掛け、アメリカやヨーロッパ・アジア・オセアニアなど世界42か国のネットワークを持つ。企業の原材料や製品の保管サービスや転勤等に伴う社員の国内外引越しサービス、美術品や発電設備・ハイテク製造工場の装置、現金や有価証券など運送に警備員を必要とする金融機関向けサービスなど、通常の輸送が困難なものの専門輸送サービスも展開している。<br>
1872年に設立された陸運元会社を前身とし、1950年に一般商事会社となった。宅配サービス「ペリカン便」は2010年に日本郵便のゆうパック事業に引き継がれ、会社は宅配事業から撤退した。<br>",倉庫業界の会社・空運業界の会社・海運業界の会社・陸運業界の会社・,引っ越し業界の会社,"青木良夫[監査役],  野尻俊明[監査役],  鈴木達也[常勤監査役],  今野洋美[常勤監査役],  和田貴志[常勤監査役],  安岡定子[取締役],  中山慈夫[取締役],  杉山雅洋[取締役],  林田直也[取締役執行役員],  秋田進[取締役執行役員],  佐久間文彦[取締役執行役員],  寺井克宏[取締役常務執行役員],  竹津久雄[取締役常務執行役員],  島内技[取締役常務執行役員],  石井孝明[取締役専務執行役員],  伊藤豊[代表取締役副社長副社長執行役員],  齋藤充[代表取締役副社長副社長執行役員],  大日向明[代表取締役副社長副社長執行役員],  渡邉健二[代表取締役社長社長執行役員],  川合正矩[代表取締役会長], ",株式会社ワコールホールディングス,わこーるほーるでぃんぐす,京都府京都市南区吉祥院中島町29,601-8530,075-694-3111,塚本能交,http://www.wacoalholdings.jp/,http://www.wacoal.jp/company/contact/index.html,5130001012084,13260000000,202917000000,21892,1949年11月,インナーウェアやスポーツウェアなどの婦人下着を製造・販売している会社,"婦人下着首位。子会社58社および関連会社9社で構成。婦人用下着を中心とするインナーウェア、アウターウェア、スポーツウェアなどを展開。「ワコール」ブランドと「ウイング」ブランドの2つを主力として展開。本社は京都。自社研究所を活用した、身体動作研究に基づく商品開発力に定評がある。<br>
「女性に美しくなって貰う」こと、「女性が美しくなることをお手伝いする」こと、「女性の""美しくありたい""という願いの実現に役立つ」ことを創立当初から事業の目的として掲げており、現在は、小中学生およびシニア世代へのアピールに力を入れることで顧客層の拡大を目指している。&nbsp;<br>
アメリカ、シンガポール、フィリピン、その他ヨーロッパなどに数多くのグループ企業を持ち、「世界のワコール」を目指して海外展開にも注力中。 傘下には、下着通販および小売を行うピーチ・ジョンなどを持つ。<br>",アパレル・美容業界の会社,アパレル業界の会社・,アパレル販売業界の会社・,BtoC,"白井弘[監査役],  竹村葉子[監査役],  片柳彰[監査役],  廣島清隆[常勤監査役],  中村友紀[常勤監査役],  黛まどか[取締役],  堀場厚[取締役],  尾崎護[取締役],  山口雅史[取締役],  若林正哉[取締役副社長],  安原弘展[取締役副社長],  塚本能交[代表取締役社長], ",イオン株式会社,いおん,千葉県千葉市美浜区中瀬1-5-1,261-8515,043-212-6000,岡田元也,http://www.aeon.info/,6040001003380,220007000000,8176732000000,135058,1926年9月,「AEON」などスーパーを運営する純粋持ち株会社,"「AEON（イオン）」などの総合スーパー、食品スーパーを全国に展開する会社で、国内流通の大手である。総合スーパー事業を始め、小売り事業、総合金融事業、ショッピングセンターの開発及び賃貸を行うディベロッパー事業、アミューズメントやファッションのサービス事業など各事業を複合的に展開している。グループは、株式会社イオン及び295社の連結子会社、33社の関連会社により構成されている（2016年2月時点）。
売上を牽引するのはスーパーマーケット、ディスカウントストアを運営するSM・DS事業。「マックスバリュ」「マルエツ」等の店舗の知名度が高く、全国的に展開している。第二の収益源は、総合スーパーを運営するGMS事業。総合スーパーとは、 日常生活で必要な物を総合的に扱う、大衆向けの大規模な小売業態を指す。総合スーパーとして認知度の高い「イオン」は、大規模駐車場を兼ね備えた郊外型ショッピングセンターの先駆けとなった事でも知られている。
また、海外進出にも積極的で、経済成長の著しいアジアに焦点を置き店舗を増やす戦略を取っている。ベトナム・カンボジアに続き、2015年度新たにインドネシアへも進出を果たした。
今後の課題として、「アジア」「都市」「シニア」「デジタル化」の4つを挙げる。具体的には、アジアへの出店数増加、都市生活者にシフトした都市への店舗出店、シニア層の取り込み、ネットビジネスの活用などである。また、イオン独自のブランド「トップバリュ」の商品力強化を進めていく方針である。",金融業界の会社,銀行・信用金庫・信用組合業界の会社,小売店舗・施設業界の会社・スーパー業界の会社,"長島徹[取締役/監査委員指名委員],  内永ゆか子[取締役/監査委員指名委員],  佐藤謙[取締役/報酬委員会議長監査委員],  但木敬一[取締役/監査委員会議長報酬委員],  末吉竹二郎[取締役/指名委員会議長報酬委員],  山下昭典[取締役/執行役副社長財務担当],  森美樹[取締役/グループCOO兼4シフト推進担当],  岡田元也[取締役/グループCEO指名委員報酬委員],  横尾博[取締役/取締役会議長], "
株式会社相馬輸送,そうまうんゆ,埼玉県所沢市大字坂之下１０９０番地,359-0012,04-2945-1832,04-2945-1851,info3@somaexpress.co.jp,髙橋至,http://www.somaexpress.co.jp,-,5030001044872.0,未上場,30000000,-,181,-,-,1977年4月,自社トラックによる輸送業務および産業廃棄物の収集業務を手掛けている会社,一般的なトラックや冷蔵および冷凍車を所有しており、輸送業務を手掛けている。トラックを一台を貸し切るチャーター便や、決まった時間に少量の荷物の集荷手配が可能なサービスを提供している点が特徴。その他、運送会社と企業をマッチングさせるサービスの運営なども実施。,運輸・物流業界の会社,一般貨物輸送業界の会社,その他サービス業界の会社,廃棄物収集・運搬業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＹＢＳサービス株式会社,わいびーえすさーびす,山形県山形市鋳物町１８番地,990-2351,023-644-1911,023-644-1912,-,佐藤侑功,http://www.ybss.co.jp/index.html,-,1390001002377.0,未上場,44000000,-,180,2,-,1985年1月,冷蔵および冷凍などの貨物運送や倉庫業などを手掛ける会社,トレーラーでの一般貨物運送や倉庫などを行っている。冷蔵および冷凍、小口配送から集荷配送まで対応する。そのほか、加工食料品や清涼飲料水の販売や紙類のリサイクル事業、産業廃棄物の収集や運搬なども担う。,運輸・物流業界の会社,冷凍冷蔵車運行業界の会社・一般貨物輸送業界の会社・倉庫業界の会社,その他サービス業界の会社・食品業界の会社,廃棄物収集・運搬業界の会社・飲料業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社松本光春商店,まつもとみつはるしょうてん,香川県高松市栗林町１丁目１５番１８号,760-0073,087- 831-6477,087-861-1474,info-matsumoto@paper-recycle.jp,松本伸幸,http://www.paper-recycle.jp/,https://www.paper-recycle.jp/contact/,1470001003821.0,未上場,10000000,13300000000,180,8,-,1967年3月,事業所向け産業廃棄物管理システムの運用や古紙回収サービスを行う会社,産業廃棄物処理の業務一括管理システムの提案を行っている。また、機密文書の出張裁断サービスや古紙回収を手掛ける。その他、古紙回収サービスや太陽光発電及びLED電球等省エネ機器の提案を行う。,その他サービス業界の会社,廃棄物収集・運搬業界の会社,IT業界の会社,システム開発業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小松運輸株式会社,こまつうんゆ,愛知県刈谷市大手町２丁目１５番地,448-0857,0566-21-5274,0566-25-2534,-,小松建,http://www.komatu-unyu.co.jp/,http://www.komatu-unyu.co.jp/publics/index/3/,3180301013952.0,未上場,20000000,-,180,-,-,1964年9月,一般貨物の自動車運送や一般・産業廃棄物の収集や運搬などを行う会社,精密機械および重量物の運搬ならびに据付、また、倉庫保管や製造ラインのレイアウト変更に伴う機械の移設を手掛ける。他にも、自動車部品の定期輸送ならびに物流センターからの管理輸送を行う。さらに太陽光発電システムの施工および廃棄物の収集・運搬も手掛ける。,その他サービス業界の会社,廃棄物収集・運搬業界の会社・環境・廃棄物処理・,運輸・物流業界の会社・建設・工事業界の会社,重量物輸送業界の会社・太陽光パネル業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三和清掃株式会社,さんわせいそう,愛知県小牧市大字本庄２６１３番地の１１４,485-0821,0568-79-2740,0568-79-8519,-,宮川賢生,http://www.sanwa-seiso.com/index.html,-,1180001075898.0,未上場,10000000,-,180,4,-,1971年10月,可燃ごみや資源ごみを収集運搬する会社,一般廃棄物や産業廃棄物などの収集や運搬および中間処理を行う。また、缶やビンおよびペットボトルなどの資源ごみのリサイクルに対応する。,その他サービス業界の会社,廃棄物収集・運搬業界の会社・廃棄物処理業界の会社・リサイクル業界の会社,,,BtoC　BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社エコ・エイト,えこ・えいと,東京都世田谷区千歳台３丁目１６番１５号,157-0071,03-3483-8081,03-3482-8301,head-office@eco-eight.co.jp,須永八十八,http://www.eco-eight.co.jp/index.html,http://www.eco-eight.co.jp/from/index.html,1010901014039.0,未上場,10000000,2400000000,180,-,-,2001年10月,廃棄物の収集運搬や不用品買い取りなどを行っている会社,一般廃棄物や産業廃棄物の収集運搬から処理までを手がける。また、医療機関から出る感染性廃棄物の処理にも対応する他、事務所やオフィスの不用品の買い取りも請け負っている。さらに、建造物の解体工事なども行う。,その他サービス業界の会社,廃棄物収集・運搬業界の会社,建設・工事業界の会社,解体工事業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社アイエンター,あいえんたー,東京都渋谷区渋谷２丁目１４番１０号,150-0002,03-5778-4440,03-5778-4441,-,入江恭広,https://www.i-enter.co.jp/,https://www.i-enter.co.jp/contact/,4011001045698.0,未上場,30000000,4070000000,180,-,-,2004年9月,システムやクラウドの開発やコンサルティングと、Webマーケティングを行う会社,業務システムの開発や運用、インフラの設計や構築など、クラウドの開発を手掛ける。また、デザイン制作なども行うほか、マーケティングによるコンサルティングやプロモーションも請け負う。その他、スマートフォンアプリの開発やビッグデータの解析なども行う。,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・IT業界の会社・ゲーム業界の会社,ITコンサルティング業界の会社 ・システム受託開発業界の会社・ソーシャルゲーム開発業界の会社・クラウド・フィンテック業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有限会社愛河興業,あいかわこうぎょう,愛知県犬山市字高根洞６番地の１,484-0000,0568-68-0251,0568-67-5303,-,鵜飼朋祐,http://www.aikawa-kogyo.co.jp/index.html,http://www.aikawa-kogyo.co.jp/contact.html,6180002074226.0,未上場,10000000,-,180,4,-,1989年1月,砕石やリサイクル、土木工事などを行う会社,砕石事業を筆頭にリサイクルやPM固形材事業、重機レンタルから土木工事まで事業を5部門に分けて手掛けている。取り扱う製品は道路用砕石やコンクリート用の砕石、再生骨材など。また、一般的な土木工事から地盤改良工事まで請け負っている。,その他サービス業界の会社,廃棄物処理業界の会社・廃棄物収集・運搬業界の会社・リサイクル業界の会社・その他リース業界の会社・環境・廃棄物処理・,建設・工事業界の会社,窯業系建材・石材業界の会社・土木工事業界の会社・,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社千明社,せんめいしゃ,東京都北区栄町９番１号,114-0005,03-3511-2251,03-3511-2260,-,根本三郎,https://www.senmeisha.co.jp/,https://www.senmeisha.co.jp/contact,3011501002885.0,未上場,66000000,-,180,1,-,1955年6月,パンフレットやカタログなどの企画・制作を行う会社,パンフレットやカタログ等の企画やデザイン、電子ブックの制作などを行う。また、画像処理や製版、印刷および製本加工までを一貫して請け負っている。そのほか、広告媒体の提案やWebサイト制作、データベース構築なども取り扱い、カレンダー制作なども請け負う。,コンサルティング業界の会社,販売促進コンサルティング業界の会社,その他サービス業界の会社・広告業界の会社,デザイン業界の会社・Web制作業界の会社・紙媒体印刷業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社アイブイピー,あいぶいぴー,東京都渋谷区渋谷２丁目１２番１９号,150-0002,03-5469-8601,03-5469-8602,info@ivp.co.jp,縄谷正明,https://www.ivp.co.jp/,https://www.ivp.co.jp/quest/,5011001030716.0,未上場,289689000,950000000,180,-,-,1997年12月,ECサイトなどのWebシステムやIoTコンサルティングなどを行う会社,ECサイトやマッチングシステムなどのWebシステム開発や管理・保守を行う会社。そのほか、IoTコンサルティングから運用・保守までを一貫して行っている。年中無休でシステム及びサーバーを管理し、障害発生時は迅速に対応できることを強みとする。また、オフショア受託開発なども請け負う。,その他サービス業界の会社,Web制作業界の会社,IT業界の会社,システム開発業界の会社・システム受託開発業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社日進堂印刷所,にっしんどういんさつじょ,福島県福島市庄野字柿場１番地の１,960-2153,024-594-2211,024-594-2041,info@nisshindo.co.jp,佐久間信幸,https://www.nisshindo.co.jp/,-,5380001001129.0,未上場,60000000,-,180,1,-,1952年1月,名刺などの印刷や販促支援商品の製作を行う会社,ポスターやパンフレットなどの販促用印刷業務を手掛けている。オフセット輪転機による印刷に対応。また、牛乳パック再生紙「ミルクル」を使用した販促支援商品「ミルクルポケットティッシュボックス」などの製作などにも取り組む。その他、Webサイトやデータベースの構築も行う。,広告業界の会社,紙媒体印刷業界の会社,商社業界の会社・その他サービス業界の会社,その他機械専門商社業界の会社・Web制作業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社フードコネクション,ふーどこねくしょん,東京都目黒区目黒１丁目２４－１２オリックス目黒ビル２Ｆ,153-0063,03-6417-9657,03-6417-9658,info@foodconnection.jp,船木純一,https://www.foodconnection.jp/,https://www.foodconnection.jp/inquiry/inquiry.html,8011001043665.0,未上場,15000000,1400000000,179,-,1,2004年11月,飲食店向け経営コンサルティングや、飲食店開業の支援などを行う会社,飲食経営コンサルティングからホームページ制作まで飲食店を総合支援する。全国1300店舗の個人店ホームページ制作実績があり、携帯やメール配信等のIT化支援や、チラシやメニューブック、ショップカード、ダイレクトメール等の制作を行う飲食店販売促進をサポートする。,コンサルティング業界の会社,経営コンサルティング業界の会社,その他サービス業界の会社,Web制作業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
能登印刷株式会社,のといんさつ,石川県金沢市武蔵町７番１０号,920-0855,076-222-4595,076-233-2559,info@notoinsatu.co.jp,能登健太朗,https://www.notoinsatu.co.jp/,-,9220001005208.0,未上場,78000000,2019510000,179,1,-,1962年12月,印刷やデザイン、出版事業を扱う他デジタルソリューション事業を行う会社,カタログやパンフレットなどのデザインや企画および印刷を行う。また、書籍などの出版事業にも対応する。さらに、Web制作やシステム開発、ソフトウェアやアプリケーション販売などのデジタルソリューション事業も手掛ける。,広告業界の会社,紙媒体印刷業界の会社・その他印刷業界の会社,IT業界の会社・その他サービス業界の会社・マスコミ業界の会社,ソフトウェア販売業界の会社・システム受託開発業界の会社・Web制作業界の会社・Webサービス・アプリ運営業界の会社・書籍出版業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蓼科情報株式会社,たてしなじょうほう,東京都北区赤羽西１丁目７番１号,115-0055,03-5963-7281,03-5963-7287,info@tatesina.co.jp,深澤陽平,https://tatesina.co.jp,https://tatesina.co.jp/contact/,9011501002814.0,未上場,305000000,1750000000,178,-,-,1981年6月,Web勤怠管理システム「Tomas」などの開発を行う会社,Web勤怠管理システム「Tomas」や、電子カルテ「NOA X」などのパッケージ開発を行う。また、人工知能を活用したシステムの導入支援やデータ分析サービスも提供している。その他、Webサイトの制作やシステム受託開発なども請け負う。,IT業界の会社,システム開発業界の会社・システム受託開発業界の会社,その他サービス業界の会社,Web制作業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日化運輸株式会社,にっかうんゆ,福島県いわき市小名浜字高山３４番地,971-8101,0246-54-5431,0246-54-5439,-,-,http://www.mclc.co.jp/corporate/network/associate.html#kanrenkigyou_02,https://www.mclc.co.jp/contact/index.php,6380001013560.0,未上場,60000000,-,176,-,-,-,主に一般貨物自動車運送事業や燃料油の卸売を行う会社,石炭などの化学製品をケミカルローリー車やダンプ車、バルク車やトレーラー車でいわき市を拠点に関東や東北各県に輸送を手掛けている。また産業廃棄物収集運搬業や一般平屋倉庫等での倉庫保管業もする。その他に石油や潤滑油の卸売も行う。,その他サービス業界の会社,廃棄物収集・運搬業界の会社・環境・廃棄物処理・,運輸・物流業界の会社・商社業界の会社,倉庫業界の会社・陸運業界の会社・・燃料・エネルギー専門商社業界の会社,BtoB,未計算,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
